"","county_fips","state_name","county_name","votes_gop","votes_dem","total_votes","diff","per_gop","per_dem","per_point_diff","trump16","clinton16","otherpres16","romney12","obama12","otherpres12","demsen16","repsen16","othersen16","demhouse16","rephouse16","otherhouse16","demgov16","repgov16","othergov16","repgov14","demgov14","othergov14","total_population","cvap","white_pct","black_pct","hispanic_pct","nonwhite_pct","foreignborn_pct","female_pct","age29andunder_pct","age65andolder_pct","median_hh_inc","clf_unemploy_pct","lesshs_pct","lesscollege_pct","lesshs_whites_pct","lesscollege_whites_pct","rural_pct","ruralurban_cc","POPULATION","LATITUDE","LONGITUDE"
"213","06111","California","Ventura County",162207,251388,422698,-89181,0.383742056976849,0.594722473255137,-0.210980416278289,132323,194402,25001,147958,170929,8087,297749,0,0,192331,141329,0,NA,NA,NA,78295,85420,0,843110,542060,46.6488358577173,1.58876065993761,41.8963124621935,53.3511641422827,22.8199167368434,50.4878366998375,40.7448612873765,13.5949045794736,78593,7.49171691584754,16.573086314819,67.8001354183924,3.78695134647536,58.7236885387665,3.12455211716494,2,843843,34.242809,-119.025486
"214","06113","California","Yolo County",27292,67598,97264,-40306,0.28059713768712,0.694995064977792,-0.414397927290673,20739,54752,6599,23368,48715,2392,72330,0,0,56842,22708,0,NA,NA,NA,11002,24487,0,209671,140945,48.0867645024825,2.19915963581039,31.2146171859723,51.9132354975175,22.1609092339904,51.2245374896862,48.679121099246,11.3420549336818,57663,7.94942966152398,14.3613279013073,59.975621328883,4.75564159782464,50.5785685784799,6.92958391627541,1,216403,38.598163,-121.718874
"215","06115","California","Yuba County",17676,11230,29787,6446,0.593413233961124,0.377010105079397,0.216403128881727,13170,7910,1918,11275,7711,714,17788,0,0,9736,11936,0,NA,NA,NA,6691,4739,0,73897,48745,57.03885137421,2.97441032788882,26.9334343748731,42.96114862579,12.1276912459234,49.2929347605451,46.3185244326563,11.4524270268076,48739,12.6510211512363,17.8444109091704,84.4520263324804,11.3300156793237,82.2721385234167,26.2227149885663,3,81575,39.131905,-121.510607
"216","08001","Colorado","Adams County",95657,134202,236735,-38545,0.404067839567449,0.566887025577122,-0.162819186009673,80082,96558,17025,70972,100649,4609,97402,76285,11309,96779,80173,11124,NA,NA,NA,52348,58359,6017,479977,300160,51.6583086272884,2.9986853536732,38.9293653654238,48.3416913727116,15.2682316027643,49.7030066023997,44.6031789023224,9.52649814470277,61444,6.10821548689102,17.8386802368299,77.63229426475,7.01908595678926,70.2003773521524,3.62044641906871,1,519572,39.876949,-104.920943
"217","08003","Colorado","Alamosa County",3813,3759,7808,54,0.488345286885246,0.481429303278689,0.00691598360655737,3046,3189,704,2705,3811,199,3695,2894,383,3452,3226,293,NA,NA,NA,2213,2616,293,16353,11395,49.1102549990827,1.67553354124625,45.6796917996698,50.8897450009173,7.96795694979514,51.2566501559347,49.648382559775,12.7438390509387,32385,8.69752731454859,16.1701671667381,74.1963137591084,7.31268731268731,65.974025974026,36.8662997733894,7,16376,37.481888,-105.877629
"218","08005","Colorado","Arapahoe County",127323,213607,350183,-86284,0.363589894426628,0.60998677834161,-0.246396883914982,117053,159885,26108,125588,153905,6023,162747,123509,15105,137078,143285,19090,NA,NA,NA,97952,115679,8989,617668,420240,61.9199958553786,10.0440689820421,18.668443241353,38.0800041446214,14.7399573881114,50.793630235013,40.5000744736655,11.8152470259104,66288,6.04494652085086,7.68221824808156,59.2703284151326,3.09817787789786,52.7271236704782,1.57534138806964,1,655070,39.646582,-104.838574
"219","08007","Colorado","Archuleta County",5189,3738,9144,1451,0.567475940507437,0.408792650918635,0.158683289588801,4264,2500,575,3872,2679,183,2750,4072,430,2525,4229,320,NA,NA,NA,3026,2150,275,12355,9775,76.7786321327398,0.84985835694051,18.5350060704168,23.2213678672602,6.18373128288142,49.2189397005261,29.5507891541886,22.1529745042493,45607,6.72999516985993,8.63411958310477,65.0685682940208,5.36408743462518,59.9302668633499,59.3760344256869,7,13359,37.240274,-107.089808
"220","08009","Colorado","Baca County",1867,317,2225,1550,0.839101123595506,0.14247191011236,0.696629213483146,1753,283,117,1559,467,80,577,1469,92,298,1701,87,NA,NA,NA,1353,406,106,3648,2790,86.3212719298246,1.23355263157895,9.95065789473684,13.6787280701754,3.20723684210526,52.2203947368421,32.593201754386,25.5208333333333,37477,3.71014492753623,13.745704467354,78.1596029018709,10.0596760443308,76.4279624893436,100,9,3506,37.368105,-102.53204
"221","08011","Colorado","Bent County",1503,732,2274,771,0.660949868073879,0.321899736147757,0.339050131926121,1188,590,149,1075,815,52,810,1034,74,627,1211,49,NA,NA,NA,922,540,92,5816,4640,58.6485557083906,8.11554332874828,31.6024759284732,41.3514442916094,5.51925722145805,34.3019257221458,29.3844566712517,16.1451169188446,34773,7.86206896551724,15.7636518771331,90.5076791808874,6.75872093023256,86.4825581395349,37.9596861055547,7,5650,38.072919,-103.166006
"222","08013","Colorado","Boulder County",42501,159089,206111,-116588,0.206204423829878,0.771860793455953,-0.565656369626075,41396,132334,14412,49981,125091,4427,126334,45755,13730,126737,47162,8672,NA,NA,NA,35773,92628,7914,313961,232475,78.4326715738579,0.849468564566937,13.6685766703508,21.5673284261421,10.7363653447403,49.7972678135182,42.419918397508,12.1499167094002,72282,5.60461728118346,5.53859529525673,40.6873351314502,2.03470295608916,35.9065579259543,8.91308259241531,2,330758,40.062992,-105.180215
"223","08014","Colorado","Broomfield County",16295,29077,46632,-12782,0.3494381540573,0.623541773889175,-0.274103619831875,14367,19731,3591,15008,16966,803,19431,15077,2108,19551,15173,2240,NA,NA,NA,12195,14026,1264,62449,44905,78.0941248058416,0.931960479751477,11.9265320501529,21.9058751941584,8.81679450431552,50.3915194798956,39.2448237762014,11.9217281301542,83334,4.51827810044414,3.9479269845762,47.5425687467572,1.87771660388293,44.497247174732,0.58329903916692,1,74112,39.939871,-105.058131
"224","08015","Colorado","Chaffee County",6222,7160,13717,-938,0.453597725450171,0.521980024786761,-0.0683822993365897,5391,4888,971,5070,5086,306,5259,5384,618,4506,5790,545,NA,NA,NA,4267,4164,410,18507,15330,87.3399254336197,1.28059653104231,10.136705030529,12.6600745663803,2.94483168530826,46.7552817852704,28.4757118927973,22.8346031231426,50993,3.84971098265896,8.31593597773139,65.5880306193459,5.35784739209343,62.1242010573661,37.4136672468976,7,19476,38.676811,-106.085131
"225","08017","Colorado","Cheyenne County",993,131,1136,862,0.874119718309859,0.115316901408451,0.758802816901408,925,132,45,889,172,32,220,828,42,127,914,36,NA,NA,NA,789,164,56,2071,1350,84.2588121680348,0.289715113471753,12.8440366972477,15.7411878319652,7.00144857556736,48.9618541767262,41.1878319652342,11.5886045388701,54375,8.79017013232514,9.37263794406651,76.7195767195767,5.27704485488127,74.6701846965699,100,9,1748,38.817655,-102.470052
"226","08019","Colorado","Clear Creek County",2754,3604,6548,-850,0.420586438607208,0.550397067806964,-0.129810629199756,2575,2729,562,2430,3119,194,2883,2541,451,2815,2441,494,NA,NA,NA,1963,2443,259,9238,7595,90.4741285992639,1.13660965576965,5.66139857111929,9.52587140073609,2.96600995886556,48.2680233816843,26.899761853215,18.2182290539078,68250,4.38467207074429,3.06748466257669,55.4378137200223,2.11971936109867,54.2469025227646,100,1,9397,39.713458,-105.532527
"227","08021","Colorado","Conejos County",2286,1959,4333,327,0.527579044541888,0.452111700900069,0.0754673436418186,1914,1771,337,1835,2213,53,2073,1878,105,2031,1908,114,NA,NA,NA,1642,1723,126,8213,5810,43.6137830269086,0.109582369414343,53.9997564836235,56.3862169730914,3.49446000243516,50.0791428223548,41.069036892731,17.3748934615853,34630,10.3383458646617,16.01436944602,81.6600491586311,7.74278215223097,76.6841644794401,100,9,7461,37.199613,-105.987323
"228","08023","Colorado","Costilla County",741,1311,2094,-570,0.353868194842407,0.626074498567335,-0.272206303724928,588,1125,135,446,1340,51,1186,547,90,1187,537,87,NA,NA,NA,395,923,76,3590,2765,31.7827298050139,0.362116991643454,64.1225626740947,68.2172701949861,8.27298050139276,46.4066852367688,31.5320334261838,25.4596100278552,26610,11.6475095785441,23.01800076599,79.9693603983148,9.33040614709111,60.5927552140505,100,9,3499,37.29223,-105.444296
"229","08025","Colorado","Crowley County",1271,437,1750,834,0.726285714285714,0.249714285714286,0.476571428571429,1079,339,109,924,535,43,504,936,78,348,1074,79,NA,NA,NA,877,333,117,5537,4510,60.2131117933899,5.30973451327434,30.8470290771176,39.7868882066101,5.67094094274878,42.6945999638794,39.1547769550298,13.3465775690807,31719,26.4186046511628,17.1527963607172,89.7511372758897,9.54883924660534,87.8230398598336,100,8,5922,38.193783,-103.856387
"230","08027","Colorado","Custer County",2474,1112,3634,1362,0.680792515134838,0.305998899284535,0.374793615850303,2061,797,208,1788,868,59,944,1984,132,781,2132,136,NA,NA,NA,1653,763,101,4375,3540,89.8057142857143,3.04,4.45714285714286,10.1942857142857,2.33142857142857,50.9485714285714,26.1942857142857,28.9142857142857,38605,10.7836570663094,8.29850746268657,70.5970149253731,6.86178861788618,69.7235772357724,100,8,4704,38.133198,-105.382527
"231","08029","Colorado","Delta County",13081,5887,19370,7194,0.675322663913268,0.303923593185338,0.37139907072793,11655,4087,1048,10915,4622,388,4916,10970,875,4741,11265,800,NA,NA,NA,8794,3937,713,30221,23180,81.7378643989279,0.718043744416134,14.8869991065815,18.2621356010721,4.30164455180173,49.9454022037656,32.3582939015916,23.324840342808,42011,9.15357486373838,11.9891509217119,80.3935089412955,7.98586950703848,78.2957769094899,63.172008270871,6,31196,38.798198,-107.913769
"232","08031","Colorado","Denver County",71618,313293,393827,-241675,0.181851422071112,0.795509195662055,-0.613657773590942,62690,244551,24611,73111,222018,6565,238774,71078,17439,225893,71651,13699,NA,NA,NA,47849,163507,8820,663303,462375,53.3620381635542,9.39540451347273,30.7615071844994,46.6379618364458,15.855197398474,50.0074626528148,40.6937704186473,10.8623057637309,56258,5.38681105722141,13.6387030365414,54.281034375981,3.36465117257778,38.0152275540873,0,1,715522,39.72486,-104.950033
"233","08033","Colorado","Dolores County",1089,341,1449,748,0.751552795031056,0.235334713595583,0.516218081435473,944,242,69,859,334,52,338,808,59,381,784,57,NA,NA,NA,617,274,55,1789,1420,92.2861934041364,0,5.19843487982113,7.71380659586362,1.34153158188932,47.1212968138625,29.1224147568474,26.9983230855226,32240,3.58056265984655,9.13173652694611,79.7155688622754,8.64779874213836,80.3459119496855,100,9,2326,37.746934,-108.758724
"234","08035","Colorado","Douglas County",121270,104653,231599,16617,0.52362056830988,0.451871553849542,0.0717490144603388,102573,68657,16269,104204,60991,2586,70005,107920,8459,56231,117930,9070,NA,NA,NA,81157,51729,4236,314238,216345,83.8342275600023,1.00688013543874,8.18965242905059,16.1657724399977,7.12867317129055,50.3179119011704,39.7720835799617,9.88613725902023,105759,3.583526892541,2.08334358197354,42.4736445968349,1.42682989646469,41.8908787051504,10.2874257789922,1,357978,39.482023,-104.87357
"235","08037","Colorado","Eagle County",9892,18588,29140,-8696,0.339464653397392,0.637886067261496,-0.298421413864104,8990,14099,2134,9411,12792,465,13707,8772,2340,13581,9517,1218,NA,NA,NA,6400,10156,696,52894,33675,67.1777517298748,0.661700760010587,29.7273792868756,32.8222482701252,18.2137860626914,46.9429424887511,39.3995538246304,8.16538737853065,78763,3.02148878071946,11.1821610100016,54.9652948570804,0.761402466201159,44.8224632298321,19.9839071210989,5,55731,39.600516,-106.733421
"236","08039","Colorado","Elbert County",14027,4490,18983,9537,0.738924300690091,0.236527419269873,0.502396881420218,11705,3134,1139,10266,3603,309,3684,11558,671,2719,11769,691,NA,NA,NA,8979,2754,583,24225,18305,89.7172342621259,0.710010319917441,6.24974200206398,10.2827657378741,4.40866873065016,49.5438596491228,33.5479876160991,13.7048503611971,87288,5.60066155465344,3.58323494687131,67.1782762691854,3.10201471058523,67.0291013751199,100,1,26062,39.388552,-104.52311
"237","08041","Colorado","El Paso County",202828,161941,378849,40887,0.535379531158852,0.427455265818308,0.107924265340545,179228,108010,31729,170952,111819,7404,113726,183709,19283,96903,191983,21814,NA,NA,NA,138865,76491,12020,665171,477295,70.403249690681,5.7576172142201,16.184409723214,29.596750309319,7.09637070768269,49.6963938596241,44.3355167317878,11.4630673916933,60219,7.38075428117277,6.05178666843198,63.4339403167158,3.60480515160454,59.2525528936979,8.93432519690228,2,730395,38.877314,-104.75212
"238","08043","Colorado","Fremont County",17517,7369,25557,10148,0.685409085573424,0.28833587666784,0.397073208905584,15122,5297,1554,13174,6704,538,6671,14154,1129,5273,15000,1288,NA,NA,NA,11096,4912,1158,46835,38550,79.4790220988577,4.93647912885662,12.889932742607,20.5209779011423,2.82054019429914,41.5714743247571,28.7925696594427,20.0341624853208,42308,8.02318094011591,11.2719865672053,83.60263150651,7.43120547562509,80.1683195977092,26.4202118571673,4,48939,38.426941,-105.214303
"239","08045","Colorado","Garfield County",14717,15427,30904,-710,0.476216670981103,0.49919104323065,-0.022974372249547,13132,11271,2067,12535,11305,568,12039,12596,1566,12030,13186,1056,NA,NA,NA,9542,8795,941,57495,36035,68.8372901991478,0.434820419166884,27.925906600574,31.1627098008522,15.0291329680842,48.8546830159144,40.8818158100704,10.6183146360553,61300,6.22813376619283,13.0664552781081,70.8653719117453,5.31195538515162,64.4754269780411,24.1039919133164,5,61685,39.507103,-107.549019
"240","08047","Colorado","Gilpin County",1833,2223,4186,-390,0.437888198757764,0.531055900621118,-0.093167701863354,1566,1634,376,1346,1892,100,1729,1503,349,1742,1412,302,NA,NA,NA,1197,1436,256,5708,4495,86.0546601261388,0.297827610371409,9.35529081990189,13.9453398738612,4.36229852838122,47.1093202522775,26.6818500350385,11.7028731604765,67544,3.92638036809816,2.00273099681384,65.6349567592171,0.873586844809866,62.7183967112025,100,1,5808,39.856062,-105.483217
"241","08049","Colorado","Grand County",4883,4710,9870,173,0.494731509625127,0.477203647416413,0.0175278622087133,4494,3358,736,4253,3684,250,3623,4402,541,3397,4310,614,NA,NA,NA,3507,2987,291,14490,11255,87.384403036577,0.793650793650794,7.94340924775707,12.615596963423,7.83988957902001,46.5010351966874,32.2981366459627,14.5410628019324,67623,5.79807477053951,4.27493713327745,62.8294681940952,2.92553191489362,61.8146481178396,82.5978575759617,7,15717,40.051143,-105.978501
"242","08051","Colorado","Gunnison County",3735,7132,11190,-3397,0.333780160857909,0.637354781054513,-0.303574620196604,3289,5128,995,3341,5044,282,5517,3216,659,5695,3277,392,NA,NA,NA,2531,3900,404,15889,12780,87.8595254578639,0.371326074642835,8.89294480458179,12.1404745421361,3.16571212788722,45.8367424004028,43.3381584744163,10.7118132041035,50746,7.11147440482272,4.6504709965295,47.4070401586515,1.93114102847054,44.5155594791437,58.6074132080397,7,16918,38.660002,-106.944384
"243","08053","Colorado","Hinsdale County",353,255,632,98,0.558544303797468,0.403481012658228,0.15506329113924,339,197,53,353,229,18,246,316,24,216,350,16,NA,NA,NA,297,203,20,856,705,93.4579439252336,0,3.03738317757009,6.54205607476635,1.16822429906542,52.4532710280374,22.6635514018692,30.3738317757009,51250,5.05747126436782,5.13552068473609,59.0584878744651,5.41353383458647,59.0977443609023,100,9,788,38.002552,-107.29875
"244","08055","Colorado","Huerfano County",2203,2076,4406,127,0.5,0.471175669541534,0.0288243304584657,1883,1633,267,1646,1953,115,1942,1694,153,1575,1998,160,NA,NA,NA,1445,1548,200,6521,5460,64.66799570618,0,34.4425701579512,35.33200429382,2.23892041097991,49.6549608955682,25.2721975157184,29.8113786229106,33257,12.6227719170607,8.66355866355866,74.009324009324,5.44159544159544,65.4700854700855,56.1466249441216,6,6820,37.612538,-104.887584
"245","08057","Colorado","Jackson County",681,175,876,506,0.777397260273973,0.199771689497717,0.577625570776256,629,171,61,600,216,32,235,583,36,195,616,24,NA,NA,NA,575,164,23,1306,1020,81.8529862174579,0.0765696784073507,17.3047473200613,18.1470137825421,5.2833078101072,51.4548238897397,28.3307810107198,22.5114854517611,45053,1.75438596491228,12.2098890010091,80.9283551967709,6.60486674391657,78.0996523754345,100,9,1379,40.690192,-106.295485
"246","08059","Colorado","Jefferson County",148417,218396,377357,-69979,0.393306603561084,0.57875168606916,-0.185445082508076,138177,160776,29929,144197,159296,7559,163172,139237,18962,161847,139416,15601,NA,NA,NA,111660,126171,11221,558810,425475,78.8636566990569,1.02181421234409,15.0335534439255,21.1363433009431,6.69261466330237,50.2947334514415,36.0600204004939,14.6350280059412,72017,5.15933136378557,5.84773423070111,57.779773802596,3.5970804528727,54.4622902034743,6.89635819756315,1,582910,39.72369,-105.130309
"247","08061","Colorado","Kiowa County",795,98,903,697,0.880398671096346,0.108527131782946,0.7718715393134,728,91,36,677,118,26,196,621,21,200,623,10,NA,NA,NA,604,113,40,1465,1050,89.0102389078498,0.477815699658703,6.62116040955631,10.9897610921502,0.68259385665529,52.2866894197952,39.9317406143345,19.7952218430034,38385,4.13105413105413,7.09745762711864,79.7669491525424,5.91517857142857,80.8035714285714,100,9,1446,38.470085,-102.700966
"248","08063","Colorado","Kit Carson County",3144,662,3871,2482,0.812193231723069,0.171015241539654,0.641177990183415,2967,536,199,2785,838,79,894,2607,130,493,2964,110,NA,NA,NA,2323,646,123,8174,5750,75.6300464888671,3.74357719598728,19.4396868118424,24.3699535111329,8.57597259603621,42.7208221189136,34.5485686322486,17.2008808416932,44449,5.03450038333759,16.4630999483915,86.1689317047996,9.57095709570957,82.8602860286029,48.6940749697703,7,7087,39.310418,-102.462031
"249","08065","Colorado","Lake County",1497,2303,3961,-806,0.377934864933098,0.581418833627872,-0.203483968694774,1270,1616,313,1098,1839,103,1704,1174,267,1755,1187,183,NA,NA,NA,889,1368,180,7401,5320,62.8428590730982,0.10809350087826,34.5088501553844,37.1571409269018,10.2148358329955,44.4669639237941,39.4000810701257,11.5254695311444,46928,5.96350689808634,7.17928599450765,69.085916045508,2.80577499318987,60.8281122309997,31.0670314637483,6,7436,39.244814,-106.30747
"250","08067","Colorado","La Plata County",14233,20548,35667,-6315,0.399052345305184,0.576106765357333,-0.177054420052149,12587,15525,3038,12794,15489,901,15903,12678,2057,15588,13769,1217,NA,NA,NA,9585,11894,1087,53994,42515,79.3940067414898,0.427825313923769,12.3791532392488,20.6059932585102,3.73560025187984,49.4536429973701,36.8689113605215,14.1330518205727,61910,5.06589649105335,5.19545694664554,57.0021130480718,3.26183244748165,54.1793216907112,59.9485720964663,4,55638,37.266021,-107.803947
"251","08069","Colorado","Larimer County",91489,126120,224338,-34631,0.407817667983133,0.562187413634783,-0.154369745651651,83430,93113,19437,82376,92747,5057,95789,86101,11976,93427,84683,12360,NA,NA,NA,64801,72255,7204,325228,250545,83.4070252253804,0.823422337560112,11.0088922233018,16.5929747746196,5.06967419779355,50.2416766084101,42.5221690629343,13.8422891017994,61942,6.00618643879209,4.33030069684092,54.7253039766516,2.79035266654304,52.7985339194747,11.6603811367353,2,359066,40.504402,-105.089155
"252","08071","Colorado","Las Animas County",4284,3497,7961,787,0.538123351337772,0.439266423816103,0.0988569275216682,3710,2650,433,3263,3445,154,3305,3174,295,2734,3627,274,NA,NA,NA,2706,2544,301,14322,11320,52.8906577293674,0.83088954056696,42.3125261834939,47.1093422706326,4.58036587068845,48.3870967741936,33.9617371875436,21.6799329702555,42808,7.79661016949153,14.2374517374517,81.0521235521235,6.38440860215054,76.0416666666667,40.7944799122977,7,14555,37.192053,-104.501324
"253","08073","Colorado","Lincoln County",2135,470,2651,1665,0.805356469256884,0.17729158807997,0.628064881176914,1892,409,135,1687,552,48,588,1742,83,382,1902,87,NA,NA,NA,1505,399,90,5515,4255,66.9628286491387,8.35902085222122,21.3236627379873,33.0371713508613,3.62647325475975,37.2620126926564,33.4179510426111,17.2801450589302,40438,4.21052631578947,14.7830350576122,86.3201765138514,8.54442344045369,79.6219281663516,100,8,5675,39.180049,-103.614219
"254","08075","Colorado","Logan County",8087,2218,10532,5869,0.767850360805165,0.210596278009875,0.557254082795291,7282,1851,589,6179,2712,233,2768,6534,364,1692,7339,409,NA,NA,NA,5430,2023,307,21862,16875,78.4511938523465,2.19559052236758,15.3233921873571,21.5488061476535,4.12588052328241,45.2383130546153,39.1912908242613,16.3068337755009,43340,6.91640099185264,10.6575809199319,83.2844974446337,8.41572023858158,81.9838222076967,29.1558412964023,7,21528,40.64034,-103.185977
"255","08077","Colorado","Mesa County",56894,31536,90622,25358,0.627816644964799,0.347994968109289,0.27982167685551,49779,21729,6145,47472,23846,1629,24109,48559,4600,21167,51277,4976,NA,NA,NA,33655,18969,2634,148166,112010,82.0113926271884,0.637123226651188,14.0302093597721,17.9886073728116,3.57504420717304,50.465693883887,39.2559696556565,16.7940013228406,50070,8.71792128595691,10.1631342581942,73.8995188989688,7.82165101794181,72.0600539183787,12.676267524519,3,155703,39.092942,-108.546673
"256","08079","Colorado","Mineral County",427,317,756,110,0.564814814814815,0.419312169312169,0.145502645502645,344,237,71,344,291,15,301,326,31,285,331,24,NA,NA,NA,294,277,33,793,730,84.4892812105927,0.630517023959647,14.5018915510719,15.5107187894073,0,47.7931904161412,12.484237074401,37.578814627995,49125,2.10843373493976,3.36605890603086,57.5035063113604,2.78637770897833,58.6687306501548,100,9,865,37.779142,-106.942063
"257","08081","Colorado","Moffat County",5670,1203,7026,4467,0.807002561912895,0.171221178479932,0.635781383432963,5305,874,346,4695,1330,143,1338,4786,271,1114,5033,259,NA,NA,NA,3791,853,234,13034,9285,81.8781647997545,0.836274359367807,14.6079484425349,18.1218352002455,6.29891054166027,48.1279729937088,39.4890286941844,12.781954887218,53664,4.54819277108434,8.92116182572614,81.1318579990779,5.78861345682375,79.310814491964,27.3577383109822,7,13292,40.51606,-107.613977
"258","08083","Colorado","Montezuma County",9306,5836,15500,3470,0.600387096774194,0.376516129032258,0.223870967741935,7853,3973,1032,7401,4542,375,4305,7484,810,4578,7511,566,NA,NA,NA,5639,3348,599,26006,19830,73.2484811197416,0.149965392601707,12.1087441359686,26.7515188802584,2.58786433899869,50.6152426363147,35.1918787972006,18.9187110666769,41622,6.51624852668799,9.82643084697352,72.9814346918598,6.27868168544013,68.3979974968711,67.182298805561,6,25849,37.371913,-108.554458
"259","08085","Colorado","Montrose County",16770,7687,24922,9083,0.67289944627237,0.308442340101115,0.364457106171254,14382,5466,1338,13552,6138,440,6055,13946,985,5442,14466,1171,NA,NA,NA,10825,4941,724,40866,30045,76.3568736847257,0.518768658542554,20.2001663974943,23.6431263152743,7.02784711006705,50.7096363725346,33.8472079479274,21.4481476043655,43890,8.59660434128519,11.2089810017271,76.2176165803109,5.45585677315345,72.2879809935938,44.9898245954065,4,42679,38.481301,-107.922349
"260","08087","Colorado","Morgan County",9593,3876,13744,5717,0.697977299185099,0.282013969732247,0.415963329452852,8145,3151,664,6602,3912,263,3910,7516,448,2898,8397,422,NA,NA,NA,5831,2632,353,28288,18400,59.9300056561086,2.94824660633484,35.2022058823529,40.0699943438914,12.2136595022624,50.2580599547511,42.1132635746606,15.5684389140271,49495,5.47613967712112,19.0188098119019,83.8961610383896,9.60355987055016,79.7815533980583,32.5473205724635,6,29111,40.254229,-103.789071
"261","08089","Colorado","Otero County",5756,3605,9576,2151,0.60108604845447,0.376461988304093,0.224624060150376,4928,2943,581,4382,3647,163,3651,4561,321,2964,5227,280,NA,NA,NA,3694,2583,380,18440,13320,54.7830802603037,0.466377440347072,41.2852494577007,45.2169197396963,6.19848156182213,50.8026030368764,38.324295010846,19.1648590021692,34477,10.1389923057831,14.204729510852,82.8879170715905,6.0475161987041,76.6063714902808,34.4060326058096,6,18690,38.023236,-103.655776
"262","08091","Colorado","Ouray County",1577,2365,4020,-788,0.39228855721393,0.588308457711443,-0.196019900497512,1351,1697,262,1481,1646,75,1735,1397,177,1710,1465,125,NA,NA,NA,1145,1430,93,4651,3950,91.614706514728,0,6.38572350032251,8.38529348527199,2.9671038486347,52.3543324016341,22.48978714255,26.5964308750806,62800,6.41732283464567,2.20627325890484,45.5077086656034,1.69735327963176,44.7353279631761,100,9,4874,38.146044,-107.751894
"263","08093","Colorado","Park County",6991,4903,12290,2088,0.568836452400325,0.398942229454841,0.169894222945484,6135,3421,861,5236,3862,268,3722,5937,718,3383,5925,800,NA,NA,NA,4597,2936,467,16440,13330,90.0243309002433,0,5.6021897810219,9.97566909975669,4.1970802919708,47.4452554744526,25.705596107056,16.514598540146,61675,4.32989690721649,3.70052306971661,69.5214302443594,3.66134676111633,69.0620465989588,100,1,17390,39.305737,-105.625362
"264","08095","Colorado","Phillips County",1958,486,2485,1472,0.787927565392354,0.195573440643863,0.592354124748491,1791,436,105,1637,588,40,695,1570,51,385,1816,64,NA,NA,NA,1442,477,75,4347,3090,79.296066252588,0.161030595813205,17.736369910283,20.703933747412,9.45479641131815,48.1021394064872,36.6919714745802,19.3236714975845,46955,2.66230733302195,10.9060955518946,79.6046128500824,5.49019607843137,76.7843137254902,100,9,4530,40.599356,-102.385877
"265","08097","Colorado","Pitkin County",2780,8989,11957,-6209,0.232499790917454,0.751777201639207,-0.519277410721753,2550,7333,640,3024,6849,202,6847,2656,517,7493,2696,263,NA,NA,NA,1781,5234,280,17543,13275,86.0913184746053,1.27686256626575,9.80448041954056,13.9086815253947,13.0194379524597,47.5118280795759,32.297782591347,15.5503619677364,69789,5.48890998532839,4.59062592702462,39.5654108573124,1.53125261484395,35.0430926282319,44.2034056449732,7,17358,39.231757,-106.908716
"266","08099","Colorado","Prowers County",4008,1458,5561,2550,0.720733680992627,0.262183060600611,0.458550620392016,3531,1186,299,3230,1519,114,1648,3110,187,1600,3232,127,NA,NA,NA,2718,1050,201,12121,8255,60.6880620410857,0.453757940763963,36.7048923356159,39.3119379589143,8.60490058576025,49.7648708852405,41.0114677006848,15.9887798036466,41037,10.551678298438,17.3507224140136,84.6055491625112,9.32427331068328,79.5583238958097,37.8854274559796,7,11999,38.083029,-102.548624
"267","08101","Colorado","Pueblo County",42252,43772,88299,-1520,0.478510515407876,0.495724753394716,-0.0172142379868401,36265,35875,6506,31894,42551,1749,40475,33051,4293,32430,41311,4691,NA,NA,NA,25888,28697,3137,162158,120805,52.6893523600439,1.68600994092182,42.5461586847396,47.3106476399561,3.78334710590905,50.7856534984398,39.0976701735345,16.9328679436106,42000,9.65677001946432,11.7542698508999,78.7610538120714,6.57266675040824,72.9603693003392,14.153511501732,3,168162,38.265773,-104.646976
"268","08103","Colorado","Rio Blanco County",3061,561,3691,2500,0.829314548902736,0.151991330262801,0.677323218639935,2791,436,223,2724,568,77,600,2641,134,487,2749,114,NA,NA,NA,2160,430,114,6658,4955,87.8341844397717,0.270351456893962,10.2883748873536,12.1658155602283,3.46951036347251,48.8885551216582,42.3100030039051,13.5626314208471,56771,4.33890354734682,8.16709692560432,78.1506688570758,6.10160837375543,77.9423027827419,100,9,6529,40.05108,-108.268744
"269","08105","Colorado","Rio Grande County",3660,2495,6305,1165,0.580491673275178,0.395717684377478,0.1847739888977,3085,2001,448,2918,2478,137,2372,2974,227,2212,3140,190,NA,NA,NA,2415,1770,240,11623,8380,52.7746709111245,0.361352490751097,44.3173019014024,47.2253290888755,6.68502107889529,50.6753850124753,37.933407898133,18.3429407209843,40177,9.38198064035741,16.6239754098361,77.4334016393443,7.43550834597876,71.6236722306525,62.5354698714739,7,11539,37.61185,-106.242067
"270","08107","Colorado","Routt County",5925,10582,16876,-4657,0.351090305759659,0.62704432329936,-0.275954017539701,5230,7600,1156,5469,7547,301,7793,5265,722,7350,5762,617,NA,NA,NA,3979,6028,381,23980,18345,89.9374478732277,0.742285237698082,6.87656380316931,10.0625521267723,6.52627189324437,48.0191826522102,35.1000834028357,11.9474562135113,63505,4.09929553840993,3.45759981590151,50.5868139454608,2.33095863017123,48.981377327834,45.1784422986941,7,24829,40.455504,-106.89741
